Codigo;Descricao;NCM;Loja_Origem;Loja_Destino;Qtd_Transferir;Custo_Unit;Valor_Transferencia;Saldo_Origem_Antes;Saldo_Origem_Depois;Saldo_Destino_Antes;Saldo_Destino_Depois
"34639";"MJ24814 GARGANTILHA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";3,00;1,75;5,25;6,00;3,00;-3,00;0,00
"34640";"MJ25490 GARGANTILHA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;2,66;5,32;6,00;4,00;-2,00;0,00
"34646";"MJ29566 BRINCO - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;1,82;3,64;6,00;4,00;-2,00;0,00
"34647";"MJ26429 GARGANTILHA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;3,36;3,36;5,00;4,00;-1,00;0,00
"34648";"MJ26997 GARGANTILHA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";6,00;1,47;8,82;6,00;0,00;-6,00;0,00
"34649";"MJ32080 BRINCO - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;4,19;4,19;4,00;3,00;-1,00;0,00
"34652";"MJ33091 BRINCO - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;1,89;1,89;2,00;1,00;-1,00;0,00
"34654";"MJ33497 BRINCO - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";3,00;0,63;1,89;6,00;3,00;-3,00;0,00
"34656";"MJ33693 BRINCO - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";3,00;1,54;4,62;6,00;3,00;-3,00;0,00
"34662";"MJ34871 BRINCO - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;2,03;4,06;6,00;4,00;-2,00;0,00
"34669";"MJ30087 GARGANTILHA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;2,24;2,24;6,00;5,00;-1,00;0,00
"34682";"MJ30582 GARGANTILHA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";6,00;2,79;16,74;6,00;0,00;-10,00;-4,00
"34688";"MJ30679 GARGANTILHA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;5,53;5,53;2,00;1,00;-1,00;0,00
"34691";"MJ36424 BRINCO - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;3,08;3,08;4,00;3,00;-1,00;0,00
"34697";"MJ36879 BRINCO - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;2,24;4,48;6,00;4,00;-2,00;0,00
"34701";"MJ11831 ANEL - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;3,01;3,01;1,00;0,00;-1,00;0,00
"34702";"MJ11846 ANEL - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;1,39;1,39;6,00;5,00;-1,00;0,00
"34709";"MJ37338 BRINCO - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";4,00;1,54;6,16;6,00;2,00;-4,00;0,00
"34710";"MJC18473 PULSEIRA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;2,52;2,52;6,00;5,00;-1,00;0,00
"34715";"MJ31313 GARGANTILHA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;1,19;2,38;6,00;4,00;-2,00;0,00
"34716";"MJ31329 GARGANTILHA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;1,75;1,75;2,00;1,00;-1,00;0,00
"34717";"MJ31402 GARGANTILHA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;3,43;3,43;3,00;2,00;-1,00;0,00
"34718";"MJ18579 TORNOZELEIRA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;0,84;0,84;6,00;5,00;-1,00;0,00
"34723";"MJC31449 GARGANTILHA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;3,43;3,43;6,00;5,00;-1,00;0,00
"34726";"MJ37712 BRINCO - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;0,98;0,98;6,00;5,00;-1,00;0,00
"34727";"MJ31489 GARGANTILHA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;3,22;6,44;6,00;4,00;-2,00;0,00
"34728";"MJ31490 GARGANTILHA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";3,00;2,03;6,09;6,00;3,00;-3,00;0,00
"34729";"MJ37721 BRINCO - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;0,84;1,68;6,00;4,00;-2,00;0,00
"34730";"MJ37737 BRINCO - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;1,26;2,52;6,00;4,00;-2,00;0,00
"34731";"MJ37738 BRINCO - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;1,82;1,82;7,00;6,00;-1,00;0,00
"34732";"MJ37798 BRINCO - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;1,33;2,66;3,00;1,00;-2,00;0,00
"34733";"MJ31587 GARGANTILHA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;1,54;3,08;6,00;4,00;-2,00;0,00
"34735";"MJ31600 GARGANTILHA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";3,00;1,82;5,46;7,00;4,00;-3,00;0,00
"34737";"MJ31633 GARGANTILHA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;3,22;3,22;6,00;5,00;-1,00;0,00
"34739";"MJ18659 PULSEIRA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;2,03;4,06;6,00;4,00;-2,00;0,00
"34740";"MJ18664 PULSEIRA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;2,17;4,34;6,00;4,00;-2,00;0,00
"34742";"MJ31699 GARGANTILHA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;2,79;2,79;6,00;5,00;-1,00;0,00
"34747";"MJ18751 PULSEIRA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;1,96;1,96;5,00;4,00;-1,00;0,00
"34748";"MJ31795 GARGANTILHA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;2,03;2,03;6,00;5,00;-1,00;0,00
"34749";"MJ31800 CONJUNTO - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;3,15;3,15;3,00;2,00;-1,00;0,00
"34750";"MJ31801 CONJUNTO - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";4,00;2,31;9,24;6,00;2,00;-4,00;0,00
"34751";"MJ31807 CONJUNTO - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";5,00;3,49;17,45;6,00;1,00;-5,00;0,00
"34753";"MJ31818 GARGANTILHA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";6,00;1,82;10,92;6,00;0,00;-6,00;0,00
"34754";"MJ31829 CONJUNTO - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";5,00;2,31;11,55;6,00;1,00;-5,00;0,00
"34755";"MJ18802 PULSEIRA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;1,33;2,66;6,00;4,00;-2,00;0,00
"34756";"MJ18803 PULSEIRA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;1,05;1,05;6,00;5,00;-1,00;0,00
"34759";"MJ31917 GARGANTILHA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;2,45;4,90;8,00;6,00;-2,00;0,00
"34761";"MJ18810 PULSEIRA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;1,12;2,24;6,00;4,00;-2,00;0,00
"34763";"MJ18812 PULSEIRA - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;1,19;1,19;6,00;5,00;-1,00;0,00
"34764";"MJ37944 BRINCO - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;1,19;2,38;6,00;4,00;-2,00;0,00
"34765";"MJ37952 BRINCO - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;2,03;2,03;6,00;5,00;-1,00;0,00
"34766";"MJ37953 BRINCO - MONÇÕES";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;1,47;2,94;6,00;4,00;-2,00;0,00
"35459";"MKB-24 CANETA HIDROGRAFICA 24 CORES";"62064000";"Loja 3 (CD)";"Loja 1 (Loja)";140,00;0,10;14,00;6.900,00;6.760,00;-140,00;0,00
"35963";"MKB-204 CANETA HIDROGRAFICA 204 CORES";"61091000";"Loja 3 (CD)";"Loja 1 (Loja)";10,00;0,10;1,00;6.090,00;6.080,00;-10,00;0,00
"35964";"MKB-168 CANETA HIDROGRAFICA 168 CORES";"61091000";"Loja 3 (CD)";"Loja 1 (Loja)";3,00;0,10;0,30;5.010,00;5.007,00;-3,00;0,00
"35968";"MKB-262 CANETA HIDROGRAFICA 262 CRS";"61091000";"Loja 3 (CD)";"Loja 1 (Loja)";7,00;0,10;0,70;5.220,00;5.213,00;-7,00;0,00
"35969";"MKB-120 CANETA HIDROGRAFICA 120 CORES";"61091000";"Loja 3 (CD)";"Loja 1 (Loja)";10,00;0,10;1,00;5.940,00;5.930,00;-10,00;0,00
"35972";"MKB-36 CANETA HIDROGRAFICA 36 CORES";"61091000";"Loja 3 (CD)";"Loja 1 (Loja)";17,00;0,10;1,70;6.920,00;6.903,00;-17,00;0,00
"36212";"W2612 CHINELO PLATAFORMA EVA FEM 2612 - C";"64029990";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;123,48;123,48;3,00;2,00;-1,00;0,00
"36213";"W2619 CHINELO PLATAFORMA EVA FEM 2619 - A";"64029990";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;286,80;573,60;2,00;0,00;-4,00;-2,00
"36379";"JJ-022 ACESSORIO PARA COLEIRA DE CACHORRO";"42010090";"Loja 3 (CD)";"Loja 1 (Loja)";13,00;0,66;8,58;96,00;83,00;-13,00;0,00
"36416";"CL0164 GARRAFA TERMICA 1L ROSCA EMPIRE SORT";"96170010";"Loja 3 (CD)";"Loja 1 (Loja)";3,00;12,00;36,00;12,00;9,00;-3,00;0,00
"36422";"FJ91857 CAMINHO DE MESA 100% POLIESTER RENDADO";"63025300";"Loja 3 (CD)";"Loja 1 (Loja)";27,00;4,32;116,64;88,00;61,00;-27,00;0,00
"36472";"AKT4896 PISTA GIRO COM LANCADOR DINO";"95030099";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;17,47;34,94;12,00;10,00;-2,00;0,00
"36477";"AKT4916 CARRO FRICCAO METAL SPORT";"95030098";"Loja 3 (CD)";"Loja 1 (Loja)";3,00;6,20;18,60;24,00;21,00;-3,00;0,00
"36499";"BI1C10251 BICICLETA ERGOMETRICA";"95069100";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;100,00;200,00;10,00;8,00;-2,00;0,00
"36869";"6044 DIFUSOR TROPICAL 250 ML - LAVANDA";"33029019";"Loja 3 (CD)";"Loja 1 (Loja)";3,00;71,82;215,46;4,00;1,00;-3,00;0,00
"36883";"5934660 PERFUME DE AMBIENTE 240 ML - FLOR DE LARANJEIRA";"33029019";"Loja 3 (CD)";"Loja 1 (Loja)";6,00;80,28;481,68;12,00;6,00;-6,00;0,00
"36899";"9779 PORTA GUARDANAPO DE BAMBU 14X11.7X6.8CM";"44191900";"Loja 3 (CD)";"Loja 1 (Loja)";6,00;2,33;13,98;41,00;35,00;-6,00;0,00
"36909";"53602 BOLA DE VINIL PERSONAGENS DISNEY E MARVEL";"95066200";"Loja 3 (CD)";"Loja 1 (Loja)";8,00;13,39;107,12;24,00;16,00;-8,00;0,00
"36914";"55164 CHAVEIRO POMPOM PATRULHA CANINA SORTIDO";"95030099";"Loja 3 (CD)";"Loja 1 (Loja)";23,00;3,76;86,48;24,00;1,00;-23,00;0,00
"36926";"57232 FIGURA COLECIONAVEL FROZEN";"95030099";"Loja 3 (CD)";"Loja 1 (Loja)";5,00;8,55;42,75;48,00;43,00;-5,00;0,00
"36933";"58607 TUBO D'AGUA HOMEM ARANHA";"95030099";"Loja 3 (CD)";"Loja 1 (Loja)";7,00;8,55;59,85;12,00;5,00;-7,00;0,00
"36935";"58629 TUBO D'AGUA PRINCESAS";"95030099";"Loja 3 (CD)";"Loja 1 (Loja)";6,00;10,35;62,10;24,00;18,00;-6,00;0,00
"36956";"60279 BONECO SALTADOR DISNEY TOY STORY";"95030022";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;8,37;8,37;24,00;23,00;-1,00;0,00
"36982";"1325 CALENDARIO DE MESA";"44201900";"Loja 3 (CD)";"Loja 1 (Loja)";5,00;3,38;16,90;18,00;13,00;-5,00;0,00
"37109";"BM-F1830 MASSAGEADOR CORPORAL GXT-4";"90191000";"Loja 3 (CD)";"Loja 1 (Loja)";5,00;15,35;76,75;10,00;5,00;-5,00;0,00
"37156";"AG03BK MOTO ELETRICA 20252250409832  1000 WATTS AMARELO";"87116000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;6.990,00;6.990,00;1,00;0,00;-1,00;0,00
"37157";"PD-T2 - BICICLETA MODELO R3Y0JK000RA002563  PRETA";"87116000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;1.400,00;1.400,00;1,00;0,00;-1,00;0,00
"37161";"AG03BK MOTO ELETRICA  1000 WATTS - 202522504098248 AMARELA";"87116000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;6.990,00;6.990,00;1,00;0,00;-1,00;0,00
"37275";"BM-F1859 TABUA DE DESCONGELAMENTO";"73239900";"Loja 3 (CD)";"Loja 1 (Loja)";3,00;3,07;9,21;10,00;7,00;-3,00;0,00
"37290";"AG03BES PRETA COOTER ELETRICA 1000 WATTS - 202522504098244";"87116000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;6.999,00;6.999,00;1,00;0,00;-3,00;-2,00
"37318";"DV81446 CAIXA PARA PRESENTE COM ROSA";"39264000";"Loja 3 (CD)";"Loja 1 (Loja)";11,00;6,30;69,30;60,00;49,00;-11,00;0,00
"37319";"DV81520 PORTA JOIAS COM ROSAS NO TOPO";"39264000";"Loja 3 (CD)";"Loja 1 (Loja)";20,00;6,75;135,00;60,00;40,00;-20,00;0,00
"37437";"MTC-102 COFRE PEGA MOEDA MODELO GATO";"39269090";"Loja 1 (Loja)";"Loja 3 (CD)";4,00;4,70;18,80;44,00;40,00;-4,00;0,00
"37618";"BOM-5596  BATERIA  DE  IONS  DE  LITIO  PARA  FERRAMENTAS  ELETRICAS 3.0AH  21V";"85076000";"Loja 3 (CD)";"Loja 1 (Loja)";6,00;11,08;66,48;6,00;0,00;-7,00;-1,00
"37668";"34999001 BRINCO  ARG. CLICK PING. P. LUZ CRISTAL - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;0,84;1,68;5,00;3,00;-2,00;0,00
"37873";"35083001 BRINCO  ARG. CLICK PING. CORAÇÃO VAZADO TAM. P. - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;0,56;1,12;3,00;1,00;-2,00;0,00
"37888";"35075001 BRINCO  ARG. CLICK PING. CORAÇÃO TAM. M. - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;0,84;0,84;2,00;1,00;-1,00;0,00
"37962";"35018001 BRINCO  PEROLA - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;0,80;1,60;4,00;2,00;-2,00;0,00
"37970";"35025001 BRINCO  TAM. P. DESIGN CORAÇÃO (BOTÃO) - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;0,49;0,98;6,00;4,00;-2,00;0,00
"38023";"32412001 BRINCO DESIGN ARGOLA TUBINHO - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";2.067,00;0,00;0,00;32.412.000,00;32.409.933,00;-2.067,00;0,00
"38166";"35131001 COLAR FILHO(A) VAZADO CRAVEJADO - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;1,40;1,40;3,00;2,00;-1,00;0,00
"38169";"35169001 COLAR CARTIER LETRA LISA - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";4,00;1,30;5,20;29,00;25,00;-4,00;0,00
"38176";"34716001 COLAR PING. FILHOS LISO DELICADO - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;0,70;0,70;4,00;3,00;-1,00;0,00
"38233";"32612001 PRATA925 COLAR CORAÇÃO CHAPADINHO - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;1,40;1,40;1,00;0,00;-1,00;0,00
"38234";"35038001 BRINCO PRATA925 ARG. CLICK TRAB. P. LUZ CRISTAL TAM. M. - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";3,00;1,12;3,36;3,00;0,00;-3,00;0,00
"38235";"33362001 PRATA925 CHOKER RELIGIOSO CORAÇÃO ESPIRITO SANTO / P. LUZ CRISTAL - MAU";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;2,24;2,24;1,00;0,00;-1,00;0,00
"38239";"34588001 PRATA925 CHOKER ESP.SANTO/ P.LUZ / CHAP. - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;2,24;2,24;1,00;0,00;-1,00;0,00
"38242";"34263001 PRATA925 BRINCO MAXIMALISTA GOTA P. LUZ CRISTAL - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;1,96;1,96;1,00;0,00;-1,00;0,00
"38243";"34495001 PRATA925 COLAR DESIGN GRAVATINHA GOTA CRISTAL - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;1,40;1,40;1,00;0,00;-1,00;0,00
"38245";"34493001 PRATA925 COLAR DESIGN GRAVATINHA P. LUZ CRISTAL - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;1,40;1,40;1,00;0,00;-1,00;0,00
"38246";"34268001 PRATA925 BRINCO DESIGN OVAL CRISTAL - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;0,70;1,40;2,00;0,00;-2,00;0,00
"38247";"34303001 PRATA925 COLAR OVAL CRISTAL - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;2,00;2,00;2,00;1,00;-1,00;0,00
"38248";"34270001 PRATA925 BRINCO DESIGN CRISTAL QUADRADO - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;0,70;0,70;1,00;0,00;-1,00;0,00
"38252";"34539001 PRATA925 CHOKER DESIGN P. LUZ CRISTAL TRABALHADO - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;2,24;2,24;1,00;0,00;-1,00;0,00
"38253";"35049001 BRINCO PRATA925 ARG. CLICK TRAB. CORAÇÃO CRISTAL TAM. M. - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;1,12;1,12;1,00;0,00;-1,00;0,00
"38254";"34513001 PRATA925 CHOKER CORAÇÃO CRISTAL - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;1,40;1,40;1,00;0,00;-1,00;0,00
"38256";"34586001 PRATA925 CHOKER P.LUZ / CORAÇÃO CHAP. - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;1,82;1,82;1,00;0,00;-1,00;0,00
"38258";"34503001 PRATA925 COLAR CORAÇÕES LISO / VAZADO - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;1,82;1,82;1,00;0,00;-1,00;0,00
"38259";"32356001 PRATA925 BRINCO DESIGN ARGOLA REL. CRUZ - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;1,33;1,33;1,00;0,00;-1,00;0,00
"38262";"34516001 PRATA925 COLAR PONTO DE LUZ CRISTAL - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;1,82;1,82;1,00;0,00;-1,00;0,00
"38264";"32555001 PRATA925 COLAR DUPLO CORAÇÃO DESIGN VAZADO / CORAÇÃO CHAPADINHO - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;2,73;2,73;1,00;0,00;-1,00;0,00
"38265";"34943001 BRINCO PRATA925 CORAÇÃO PEROLA TAM. M. - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;0,80;0,80;2,00;1,00;-1,00;0,00
"38266";"34551001 PRATA925 CHOKER PEROLAS CORAÇÕES - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;1,96;3,92;2,00;0,00;-2,00;0,00
"38268";"34553001 PRATA925 COLAR 2 PEROLAS COM ESFERA - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;1,68;3,36;2,00;0,00;-2,00;0,00
"38269";"35059001 BRINCO PRATA925 ARG. CLICK TRAB. PEROLA TAM. G. - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;0,98;1,96;2,00;0,00;-2,00;0,00
"38271";"35081001 BRINCO PRATA925 ARG. CLICK PING. CORAÇÃO VAZADO TAM. M. - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;0,70;1,40;2,00;0,00;-2,00;0,00
"38273";"35007001 BRINCO PRATA925 ARG. CLICK PING. GOTA PEROLA - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;1,40;2,80;3,00;1,00;-2,00;0,00
"38275";"35003001 BRINCO PRATA925 ARG. CLICK PING. TRIANGULO CRISTAL - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;1,40;1,40;2,00;1,00;-1,00;0,00
"38276";"34590001 PRATA925 CHOKER P.LUZ LOSANGO CRISTAL - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;2,66;5,32;2,00;0,00;-2,00;0,00
"38561";"35450011 ANEL P. LUZ - MAUCK";"71131900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;2,20;2,20;2,00;1,00;-1,00;0,00
"39233";"I801 CAIXA CRO EVA INF - C K1003";"64029990";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;99,96;99,96;62,00;61,00;-1,00;0,00
"39792";"BM-8566 LUMINARIA SOLAR LED DE PAREDE : 2V/150MA : 10*6*25CM";"94054100";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;2,11;4,22;37,00;35,00;-2,00;0,00
"39817";"BOM-7511 CABO DESENTUPIDOR DE CANOS FEITO EM METAL";"82055900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;0,92;0,92;71,00;70,00;-1,00;0,00
"41476";"JJ06-17695 DESODORANTE COLONIA BODY SPLASH JUJU 200ML";"33072010";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;23,02;23,02;11,00;10,00;-1,00;0,00
"41477";"RB01- 17629 GLOSS LABIAL 23ML";"33041000";"Loja 3 (CD)";"Loja 1 (Loja)";3,00;15,32;45,96;34,00;31,00;-3,00;0,00
"41491";"TS05- 17631 GLOSS LABIAL TSUM TSUM 23ML";"33041000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;15,32;15,32;22,00;21,00;-1,00;0,00
"41587";"46304 - ESCOVA DE DENTE";"85163200";"Loja 3 (CD)";"Loja 1 (Loja)";5,00;1,00;5,00;141,00;136,00;-5,00;0,00
"41939";"LE-616 - RADIO REPRODUTOR DE SOM (B)";"85271300";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;14,81;29,62;26,00;24,00;-2,00;0,00
"42010";"GBA27161A - BRINCO DE METAL";"71171900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;10,50;10,50;22,00;21,00;-1,00;0,00
"42011";"EBA14550 - BRINCO DE METAL";"71171900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;3,50;3,50;14,00;13,00;-1,00;0,00
"42018";"FBA23492 - BRINCO DE METAL";"71171900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;3,50;3,50;14,00;13,00;-1,00;0,00
"42021";"GBD31015 - BRINCO DE METAL";"71171900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;3,00;3,00;22,00;21,00;-1,00;0,00
"42022";"GBD32020 - BRINCO DE METAL";"71171900";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;3,30;6,60;149,00;147,00;-2,00;0,00
"42023";"GBD32042 - BRINCO DE METAL";"71171900";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;4,50;9,00;90,00;88,00;-2,00;0,00
"42026";"GBD32095 - BRINCO DE METAL";"71179000";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;3,30;6,60;41,00;39,00;-2,00;0,00
"42027";"EBA14122 - BRINCO DE METAL";"71171900";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;6,20;6,20;23,00;22,00;-1,00;0,00
"42063";"LE-0239 - FONE DE OUVIDO";"85183000";"Loja 1 (Loja)";"Loja 3 (CD)";50,00;0,56;28,00;1.876,00;1.826,00;-50,00;0,00
"42121";"ION-4711 - DEPILADOR ELETRICO RECARREGAVEL -  ION-4711";"85103000";"Loja 3 (CD)";"Loja 1 (Loja)";3,00;3,90;11,70;24,00;21,00;-3,00;0,00
"42143";"BOM-6311 - TIMER TEMPORIZADOR DIGITAL";"91061000";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;2,45;2,45;72,00;71,00;-1,00;0,00
"42435";"YK1394 XILOFONE E PIANO MUSICAL 2 EM 1";"95030091";"Loja 1 (Loja)";"Loja 3 (CD)";6,00;52,74;316,44;10,00;4,00;-6,00;0,00
"42763";"AJ-A45 I35 ABQ 8178 monitor";"85258929";"Loja 3 (CD)";"Loja 1 (Loja)";3,00;65,00;195,00;91,00;88,00;-3,00;0,00
"42764";"JT-8177-019 Black JT-8177 Monitoramento Black Shell O19-preto";"85258929";"Loja 3 (CD)";"Loja 1 (Loja)";5,00;8,09;40,45;79,00;74,00;-5,00;0,00
"43373";"BP-13000 MINI PROCESSADOR DE ALIMENTOS";"85094090";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;3,40;6,80;45,00;43,00;-2,00;0,00
"43376";"BP-22172 PINCA PARA CHURRASCO EM";"39241000";"Loja 3 (CD)";"Loja 1 (Loja)";3,00;1,76;5,28;60,00;57,00;-3,00;0,00
"43380";"BP-20964 KIT PARA COZINHA";"39241000";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;10,39;20,78;48,00;46,00;-2,00;0,00
"43381";"BP-15018 MINI PROCESSADOR DE ALIMENTOS MANUAL";"85094090";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;4,04;4,04;42,00;41,00;-1,00;0,00
"43385";"BM-F4187 CORDÃO ANTI-PERDA";"56075090";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;2,12;2,12;66,00;65,00;-1,00;0,00
